Round,WallTimeSec,MeanClientExecSec,MaxClientExecSec
0,38.44193625450134,7.062414741516113,12.511128425598145
1,8.41361117362976,4.678641510009766,8.401694774627686
2,9.28365421295166,5.746731424331665,9.278348207473755
3,8.129245519638062,4.858205366134643,8.120198965072632
4,9.16499924659729,5.867625665664673,9.157363414764404
5,7.082387208938599,4.416028642654419,7.078797817230225
6,7.070815563201904,4.336886835098267,7.066148042678833
7,7.095892667770386,4.247889709472656,7.0928425788879395
8,7.827220678329468,4.933656787872314,7.82161808013916
9,7.583800315856934,4.718503093719482,7.573559284210205
10,31.680793285369873,4.5107237815856935,7.29698920249939
11,6.652151107788086,3.988877534866333,6.649053573608398
12,7.310271263122559,4.597494459152221,7.307368755340576
13,7.201417446136475,4.512076807022095,7.195655584335327
14,7.186838626861572,4.281131839752197,7.181777238845825
15,7.456501245498657,4.532214021682739,7.451462507247925
16,7.432838439941406,4.593929481506348,7.429847955703735
17,7.455536842346191,4.576392269134521,7.45183253288269
18,7.63939356803894,4.48193325996399,7.635746955871582
19,7.7616868019104,5.026922702789307,7.756988048553467
20,31.85293960571289,4.297929668426514,7.009738206863403
21,7.977675199508667,4.9663228511810305,7.974554538726807
22,7.072098016738892,4.254174470901489,7.066973924636841
23,7.037359952926636,4.226649188995362,7.033907413482666
24,7.908796548843384,5.124411296844483,7.904645204544067
25,7.264441967010498,4.5204665184021,7.261460065841675
26,6.928057909011841,4.2190460681915285,6.923391342163086
27,8.660993814468384,5.127031326293945,8.656371831893921
28,8.287767171859741,4.908978223800659,8.283154249191284
29,8.233699560165405,5.270482873916626,8.230729103088379
30,30.756815433502197,4.402974224090576,7.366239070892334
31,7.341358184814453,4.485830497741699,7.335928201675415
32,7.2176008224487305,4.4342845439910885,7.213962078094482
33,7.4554054737091064,4.705185651779175,7.45125150680542
34,7.306399583816528,4.5110414028167725,7.302703619003296
35,8.18067717552185,5.358418560028076,8.175533294677734
36,6.870872259140015,4.14108247756958,6.867915868759155
37,7.112045049667358,4.381543970108032,7.1078808307647705
38,7.0611958503723145,4.2943456172943115,7.057527780532837
39,6.997025489807129,4.271599626541137,6.99291205406189
40,31.08950400352478,4.4177123546600345,7.349172830581665
41,7.550973176956177,4.873047828674316,7.546781539916992
42,7.213467597961426,4.432409143447876,7.211776494979858
43,7.63389778137207,4.758158588409424,7.6309545040130615
44,7.229832410812378,4.471864318847656,7.225681304931641
45,7.700012683868408,4.861307859420776,7.696325778961182
46,7.060410737991333,4.230255508422852,7.057445526123047
47,7.552323818206787,4.704896688461304,7.54868221282959
48,8.17582368850708,5.272888278961181,8.17058277130127
49,8.219091653823853,5.365091609954834,8.215307235717773
50,30.41607165336609,4.360138988494873,7.144214153289795
51,7.250547409057617,4.415357685089111,7.246051073074341
52,7.10920786857605,4.357206964492798,7.104763507843018
53,7.080869674682617,4.268287658691406,7.076691150665283
54,8.056050777435303,5.000685739517212,8.051915884017944
55,7.37658166885376,4.364032649993897,7.371964931488037
56,7.206248760223389,4.470557641983032,7.201098203659058
57,7.243821144104004,4.497634410858154,7.239247798919678
58,7.22213339805603,4.398318815231323,7.217801332473755
59,7.389740943908691,4.485152339935302,7.384571552276611
60,30.23273754119873,4.474174165725708,7.159892797470093
61,7.4895172119140625,4.604704189300537,7.4851179122924805
62,7.06675124168396,4.350221633911133,7.062636852264404
63,7.646244287490845,4.69153528213501,7.641360521316528
64,8.127286672592163,5.238728952407837,8.122500896453857
65,7.551421642303467,4.694990158081055,7.544955492019653
66,7.334603309631348,4.595314359664917,7.331367254257202
67,7.667003870010376,4.537722158432007,7.662391901016235
68,7.404204845428467,4.655429649353027,7.400589466094971
69,7.146860361099243,4.326135587692261,7.143191337585449
70,30.862820863723755,4.5466667175292965,7.337249994277954
71,7.054014682769775,4.342149448394776,7.049117565155029
72,6.946893692016602,4.151542997360229,6.942870616912842
73,7.055396556854248,4.237596273422241,7.051764726638794
74,6.977956533432007,4.246931266784668,6.975022792816162
75,7.4091477394104,4.419079923629761,7.405481576919556
76,7.356363773345947,4.507052040100097,7.35274600982666
77,7.28795862197876,4.422774124145508,7.283962726593018
78,7.098081827163696,4.305795955657959,7.093091726303101
79,8.059483289718628,5.2116766452789305,8.055351257324219
80,29.86540961265564,4.34144868850708,7.137853384017944
81,7.476117134094238,4.47871994972229,7.473022699356079
82,7.7094504833221436,4.913889837265015,7.70492148399353
83,7.420394659042358,4.599708890914917,7.415362596511841
84,7.267695665359497,4.529506587982178,7.262517690658569
85,6.974704742431641,4.153142786026001,6.97174334526062
86,7.195808410644531,4.369554328918457,7.192183494567871
87,7.262737989425659,4.560726070404053,7.258626937866211
88,7.5008299350738525,4.728624439239502,7.49621844291687
89,7.983483552932739,5.073815727233887,7.9793267250061035
90,30.11195135116577,4.575517988204956,7.404471158981323
91,7.74637770652771,4.918036556243896,7.740982294082642
92,6.894978761672974,4.19486083984375,6.891992568969727
93,7.33324670791626,4.44317512512207,7.331517457962036
94,7.6817708015441895,4.811565828323364,7.6788694858551025
95,7.457281589508057,4.6209076881408695,7.451766490936279
96,7.421411752700806,4.502335739135742,7.4184582233428955
97,7.143036603927612,4.316288900375366,7.138469696044922
98,7.836127281188965,5.131843233108521,7.830998659133911
99,7.753547191619873,4.948132944107056,7.749919891357422
100,30.977463245391846,4.432282209396362,7.209052085876465
101,8.534908294677734,5.791484022140503,8.530545711517334
102,7.166261196136475,4.363850450515747,7.161911725997925
103,6.892895698547363,4.178497457504273,6.888311386108398
104,7.275763273239136,4.514077186584473,7.27280592918396
105,7.132543087005615,4.288115930557251,7.128436803817749
106,7.057240724563599,4.235336828231811,7.052616119384766
107,7.164608478546143,4.244877004623413,7.1595025062561035
108,7.116115570068359,4.235674571990967,7.111086845397949
109,7.772517442703247,4.981874704360962,7.768364667892456
110,30.879392623901367,4.669035196304321,7.490530967712402
111,7.0532386302948,4.30554780960083,7.0476906299591064
112,7.365252733230591,4.3640380859375,7.35988974571228
113,7.450657367706299,4.556466579437256,7.4459662437438965
114,7.138904571533203,4.2836266040802,7.134377717971802
115,7.272034406661987,4.337118005752563,7.268418788909912
116,7.0898308753967285,4.283512449264526,7.085702180862427
117,7.436648368835449,4.4124139785766605,7.433392763137817
118,7.798208713531494,4.959344100952149,7.793458461761475
119,7.024620294570923,4.259115076065063,7.018869161605835
120,33.731021881103516,5.051097679138183,8.520237684249878
121,7.004065752029419,4.19278302192688,7.001105070114136
122,7.869843006134033,5.050944185256958,7.864795446395874
123,7.370113372802734,4.6381933212280275,7.365519762039185
124,8.225193500518799,5.3528923988342285,8.220613956451416
125,7.724642515182495,4.868098640441895,7.721663236618042
126,7.00514817237854,4.2340305805206295,7.00022554397583
127,7.788341760635376,5.008046007156372,7.78374457359314
128,7.102427244186401,4.326289796829224,7.097287178039551
129,7.268209457397461,4.495873880386353,7.263633966445923
130,30.913599967956543,4.373284816741943,7.239192485809326
131,7.501092433929443,4.558829927444458,7.497936248779297
132,7.059732913970947,4.222049188613892,7.055375337600708
133,7.203246116638184,4.450623607635498,7.198884725570679
134,7.396014928817749,4.61460394859314,7.392366170883179
135,7.094238519668579,4.279988241195679,7.089222431182861
136,6.95719313621521,4.251880502700805,6.952609539031982
137,7.610156059265137,4.79558687210083,7.606581687927246
138,7.563237905502319,4.597918510437012,7.5586957931518555
139,7.091554403305054,4.266173219680786,7.087923526763916
140,29.61548662185669,4.334071350097656,7.115515232086182
141,7.196962356567383,4.420844554901123,7.191649436950684
142,7.571457624435425,4.79378080368042,7.565769195556641
143,7.435150384902954,4.639030599594117,7.430652856826782
144,7.4249396324157715,4.565747690200806,7.420752286911011
145,7.348089694976807,4.4947450160980225,7.343113899230957
146,6.982112884521484,4.153112125396729,6.977995157241821
147,7.624945163726807,4.811284112930298,7.621312379837036
148,7.149461269378662,4.373176860809326,7.144872665405273
149,7.4687700271606445,4.658268165588379,7.463712930679321
150,30.372578382492065,4.369575834274292,7.060414552688599
151,7.323605298995972,4.553540802001953,7.31719708442688
152,7.180139064788818,4.441043186187744,7.175775051116943
153,7.112220764160156,4.328858375549316,7.1080098152160645
154,7.299353837966919,4.460994243621826,7.2940099239349365
155,6.893890380859375,4.11825385093689,6.888576507568359
156,7.366679906845093,4.467788124084473,7.362013339996338
157,6.8523108959198,4.199627447128296,6.848648309707642
158,7.4074554443359375,4.608363342285156,7.40238618850708
159,7.203795909881592,4.4274067878723145,7.199172258377075
160,29.7825927734375,4.140502834320069,6.813314914703369
161,7.094644784927368,4.37886905670166,7.090158224105835
162,7.827683925628662,4.9861305236816404,7.824028015136719
163,7.419705390930176,4.623144292831421,7.4163641929626465
164,7.405697345733643,4.672199249267578,7.401379346847534
165,7.185856819152832,4.395007801055908,7.180346250534058
166,7.122188091278076,4.4286123752594,7.117152690887451
167,6.883244514465332,4.17490029335022,6.879558801651001
168,7.087547063827515,4.3323033332824705,7.084623575210571
169,7.801626920700073,4.972766780853272,7.797671556472778
170,31.053576946258545,4.576866292953492,7.5038323402404785
171,7.533246994018555,4.690193843841553,7.527815818786621
172,6.916422128677368,4.197847461700439,6.912781000137329
173,7.093409538269043,4.374877214431763,7.088728904724121
174,7.3469672203063965,4.586193656921386,7.344021797180176
175,7.8266074657440186,4.8424880027771,7.822497606277466
176,7.186689376831055,4.290385484695435,7.181019067764282
177,7.4578940868377686,4.526038455963135,7.45486307144165
178,7.142664432525635,4.345257663726807,7.139693021774292
179,7.491495370864868,4.62295355796814,7.487889528274536
180,37.673150300979614,4.206754064559936,6.946177959442139
181,7.479061603546143,4.704744291305542,7.469135522842407
182,7.147895812988281,4.282827997207642,7.142828941345215
183,7.138500452041626,4.313043403625488,7.135342121124268
184,7.358409643173218,4.638279914855957,7.3542444705963135
185,7.1619062423706055,4.303578805923462,7.1582372188568115
186,7.17317271232605,4.266799545288086,7.168125629425049
187,8.029580354690552,5.032882595062256,8.025786399841309
188,7.663412570953369,4.793267679214478,7.658338308334351
189,7.427339792251587,4.480670738220215,7.4237260818481445
190,30.948303699493408,4.219204378128052,7.058433532714844
191,7.411744117736816,4.671110391616821,7.406890630722046
192,7.695576429367065,4.90432071685791,7.6904706954956055
193,7.777010440826416,4.809438037872314,7.772816181182861
194,7.810359477996826,4.824787712097168,7.805771589279175
195,7.046419858932495,4.356945371627807,7.041504144668579
196,7.789052963256836,4.930013513565063,7.784782648086548
197,7.465261459350586,4.605789375305176,7.461637496948242
198,7.641724348068237,4.837318468093872,7.637554883956909
199,7.556655645370483,4.584083604812622,7.553741693496704
200,31.66098952293396,4.919647073745727,7.794049024581909
201,7.147724866867065,4.343031167984009,7.141382932662964
202,7.108587026596069,4.330963611602783,7.103544235229492
203,7.242311477661133,4.51701512336731,7.237215995788574
204,7.067389249801636,4.262898111343384,7.063198089599609
205,7.902237892150879,5.066461801528931,7.898015737533569
206,7.471877574920654,4.446620798110962,7.466377258300781
207,7.4811859130859375,4.76439642906189,7.478180885314941
208,7.205262899398804,4.450476169586182,7.200208902359009
209,7.113742828369141,4.251214408874512,7.109915494918823
210,31.06022047996521,4.177197265625,7.021055459976196
211,7.207535982131958,4.471802520751953,7.203115940093994
212,7.390323162078857,4.520568704605102,7.385304927825928
213,8.374757766723633,5.451647567749023,8.371102809906006
214,7.1410651206970215,4.330357885360717,7.1373889446258545
215,7.676586866378784,4.972600793838501,7.673541784286499
216,7.116165637969971,4.251434373855591,7.11115288734436
217,7.110569715499878,4.312991523742676,7.107633113861084
218,8.219008445739746,5.30914626121521,8.21324634552002
219,7.607556581497192,4.837873458862305,7.601823806762695
220,30.26819610595703,4.226377487182617,6.994684934616089
221,7.607696533203125,4.784740591049195,7.602304220199585
222,6.99094557762146,4.27847990989685,6.9858458042144775
223,7.261437654495239,4.505867195129395,7.257298946380615
224,7.281682968139648,4.491932773590088,7.276679754257202
225,7.604756832122803,4.7329113483428955,7.600927829742432
226,7.5592942237854,4.777736759185791,7.556335210800171
227,7.7066490650177,4.891409587860108,7.702774524688721
228,6.988363981246948,4.315504550933838,6.985350131988525
229,6.982494831085205,4.184459161758423,6.979501008987427
230,31.08362650871277,4.300631761550903,7.207338094711304
231,7.345216274261475,4.557158613204956,7.342042446136475
232,7.622974157333374,4.866671991348267,7.618896245956421
233,7.098792314529419,4.223987865447998,7.094703435897827
234,7.637242555618286,4.8459357738494875,7.633060693740845
235,7.324609279632568,4.53528094291687,7.321577548980713
236,7.384008407592773,4.585587453842163,7.381093740463257
237,7.013012886047363,4.233166980743408,7.009180068969727
238,7.17438006401062,4.386536026000977,7.169851779937744
239,7.14985203742981,4.373938417434692,7.144776821136475
240,32.27833294868469,4.745092535018921,7.819128036499023
241,7.121638298034668,4.353731775283814,7.1168975830078125
242,7.508612871170044,4.721870088577271,7.50500750541687
243,6.860214948654175,4.106635999679566,6.855141878128052
244,7.69951868057251,4.886643505096435,7.6959311962127686
245,7.699623107910156,4.835474443435669,7.694462776184082
246,7.476618528366089,4.736503791809082,7.473651647567749
247,7.172742128372192,4.264516925811767,7.166592121124268
248,7.348630666732788,4.5895726680755615,7.34496283531189
249,7.319428205490112,4.50899305343628,7.316481351852417
250,31.613555192947388,5.17358627319336,8.010912656784058
251,7.1930811405181885,4.464728546142578,7.189168214797974
252,7.806335687637329,4.919212102890015,7.8026182651519775
253,8.043368577957153,5.000941562652588,8.040314435958862
254,7.245344161987305,4.462555885314941,7.241382360458374
255,7.61905574798584,4.831563425064087,7.613958835601807
256,7.062007427215576,4.304546928405761,7.057907581329346
257,7.215987682342529,4.420783758163452,7.211213111877441
258,7.058167219161987,4.215006637573242,7.053157091140747
259,7.383226156234741,4.418306112289429,7.377636671066284
260,31.09377121925354,4.358054685592651,7.169629812240601
261,7.172754764556885,4.315739107131958,7.169760465621948
262,7.466444253921509,4.756807899475097,7.463259220123291
263,7.53065037727356,4.718493032455444,7.52559757232666
264,7.366141080856323,4.493192911148071,7.3620383739471436
265,7.249424934387207,4.50036129951477,7.246452569961548
266,7.202185869216919,4.4977741718292235,7.197156190872192
267,7.261907339096069,4.4315064430236815,7.256842136383057
268,7.5689685344696045,4.76018967628479,7.5662009716033936
269,7.658010482788086,4.73880934715271,7.653322219848633
270,31.742822408676147,4.495044088363647,7.250580787658691
271,6.963256359100342,4.104596757888794,6.9591920375823975
272,7.64777135848999,4.890861368179321,7.642940282821655
273,7.391485214233398,4.550984954833984,7.388044595718384
274,7.73935604095459,4.973588323593139,7.735257387161255
275,6.889566659927368,4.1516400337219235,6.884993553161621
276,7.32932710647583,4.632673978805542,7.3233325481414795
277,7.8869569301605225,5.161202716827392,7.882446050643921
278,7.481961250305176,4.758705425262451,7.478052854537964
279,7.381296873092651,4.457225227355957,7.378271818161011
280,33.217445850372314,4.4570152282714846,7.328505039215088
281,7.671864986419678,4.948447322845459,7.667390823364258
282,8.537551641464233,5.163998603820801,8.533265590667725
283,7.866682767868042,4.995865058898926,7.8620898723602295
284,7.920982122421265,5.073372411727905,7.917230129241943
285,7.0707948207855225,4.267949438095092,7.065815210342407
286,7.10204815864563,4.304084539413452,7.0990214347839355
287,6.961261987686157,4.136517667770386,6.955777168273926
288,7.041610240936279,4.305201864242553,7.038032293319702
289,7.238889932632446,4.471524095535278,7.23521089553833
290,30.427525520324707,4.4019725799560545,7.072937965393066
291,7.646810293197632,4.770008277893067,7.641945838928223
292,6.938879013061523,4.236162328720093,6.933770418167114
293,8.129375457763672,5.19744553565979,8.124279022216797
294,7.387188911437988,4.503322553634644,7.382138729095459
295,7.191278457641602,4.440119361877441,7.1871178150177
296,7.1426169872283936,4.310415410995484,7.138539791107178
297,7.378384113311768,4.446675252914429,7.37426233291626
298,7.140597343444824,4.297641086578369,7.137656927108765
299,7.416948556900024,4.491539049148559,7.413639068603516
300,29.725125551223755,4.244007301330567,6.98710298538208
301,7.034945011138916,4.280555057525635,7.031862497329712
302,7.452934980392456,4.484113264083862,7.449299097061157
303,7.352720260620117,4.580202960968018,7.348148822784424
304,7.0995097160339355,4.312552070617675,7.095882892608643
305,7.513151407241821,4.735259389877319,7.509915828704834
306,7.110785722732544,4.262008476257324,7.105745315551758
307,7.450690507888794,4.592015600204467,7.44568943977356
308,6.90726637840271,4.12556095123291,6.904822587966919
309,7.128453493118286,4.395189332962036,7.124398469924927
310,31.879826545715332,5.029556751251221,7.90517258644104
311,7.300775051116943,4.520284652709961,7.29780912399292
312,6.855640411376953,4.161235618591308,6.851455926895142
313,7.20441460609436,4.445459318161011,7.19860577583313
314,7.399535179138184,4.55359001159668,7.391800403594971
315,7.018515586853027,4.166321086883545,7.013787746429443
316,7.319407939910889,4.404848337173462,7.315725326538086
317,7.739153861999512,4.858326816558838,7.735008955001831
318,7.064416885375977,4.373944187164307,7.060615062713623
319,7.478733777999878,4.792319393157959,7.47509765625
320,33.052056074142456,4.405251979827881,7.3335185050964355
321,7.197087526321411,4.422155427932739,7.19138240814209
322,7.654078006744385,4.8297194480896,7.649509429931641
323,7.192223072052002,4.281577062606812,7.186892986297607
324,7.206097841262817,4.469588947296143,7.203104019165039
325,7.444154262542725,4.538077354431152,7.4387102127075195
326,7.291742324829102,4.444907999038696,7.287634611129761
327,6.829139947891235,4.056976842880249,6.8245790004730225
328,7.407027959823608,4.369350957870483,7.402885913848877
329,7.052764177322388,4.259229755401611,7.049811363220215
330,30.63975429534912,4.44586877822876,7.307192802429199
331,7.277203798294067,4.437118101119995,7.272280931472778
332,7.316166877746582,4.560947370529175,7.312532424926758
333,7.420760869979858,4.417948246002197,7.418540716171265
334,7.038528919219971,4.226515674591065,7.0346221923828125
335,7.243551254272461,4.491277647018433,7.238723278045654
336,6.934419631958008,4.184514665603638,6.931453227996826
337,6.946113109588623,4.256243562698364,6.941043138504028
338,7.117528915405273,4.370374059677124,7.112429857254028
339,7.071389436721802,4.3415368556976315,7.066835880279541
340,31.069205284118652,4.309765291213989,7.154928207397461
341,7.294803142547607,4.454533052444458,7.289914846420288
342,7.196717023849487,4.4634528160095215,7.191013336181641
343,7.17567253112793,4.377733039855957,7.170655250549316
344,7.799763441085815,5.0743396282196045,7.795099258422852
345,7.832664251327515,5.143421030044555,7.829684019088745
346,7.00894570350647,4.315907955169678,7.004413843154907
347,7.421083927154541,4.600574111938476,7.4159932136535645
348,7.061108112335205,4.221559667587281,7.056989908218384
349,8.314646482467651,4.855037641525269,8.31005597114563
350,29.993126392364502,4.699245119094849,7.5155510902404785
351,7.064246654510498,4.221751737594604,7.059860944747925
352,7.140545129776001,4.38089771270752,7.137491226196289
353,7.296167373657227,4.476292848587036,7.292043209075928
354,7.83132266998291,4.993507289886475,7.82835054397583
355,7.619511365890503,4.887277889251709,7.615354299545288
356,7.602335453033447,4.689383268356323,7.597729921340942
357,7.460190773010254,4.631852912902832,7.455196142196655
358,6.990848541259766,4.271964263916016,6.987916707992554
359,7.1308753490448,4.3625741481781,7.127002477645874
360,33.650434494018555,4.4495330333709715,7.271150350570679
361,7.309433221817017,4.598033761978149,7.304101467132568
362,7.413390159606934,4.685568571090698,7.410454511642456
363,7.348887920379639,4.592776155471801,7.343895435333252
364,8.554258108139038,5.5266188621521,8.551238536834717
365,7.720036745071411,4.94686222076416,7.715209722518921
