Round, Selected Clients
0, 8, 4, 1, 6, 3
1, 1, 8, 2, 4, 5
2, 4, 6, 7, 2, 0
3, 7, 2, 0, 1, 4
4, 6, 7, 8, 1, 2
5, 6, 3, 9, 4, 2
6, 7, 0, 8, 3, 9
7, 5, 3, 7, 0, 8
8, 4, 7, 3, 9, 2
9, 6, 4, 5, 1, 2
10, 0, 8, 1, 5, 7
11, 0, 6, 3, 4, 7
12, 5, 9, 8, 7, 6
13, 2, 3, 1, 6, 9
14, 7, 3, 4, 8, 2
15, 2, 9, 6, 5, 4
16, 8, 0, 2, 7, 3
17, 5, 1, 4, 3, 0
18, 9, 6, 8, 4, 7
19, 9, 1, 0, 2, 4
20, 2, 5, 9, 6, 4
21, 5, 3, 0, 8, 1
22, 6, 0, 8, 7, 3
23, 6, 8, 7, 9, 3
24, 2, 1, 4, 5, 9
25, 0, 5, 9, 8, 2
26, 0, 7, 1, 9, 2
27, 0, 9, 7, 8, 6
28, 5, 7, 0, 2, 1
29, 0, 9, 1, 5, 3
