Round, Selected Clients
0, 9, 6, 8, 0, 2
1, 1, 3, 2, 4, 0
2, 6, 8, 5, 3, 1
3, 7, 3, 0, 9, 4
4, 5, 6, 8, 3, 0
5, 2, 7, 4, 8, 1
6, 3, 2, 1, 7, 9
7, 7, 9, 1, 6, 5
8, 9, 1, 4, 7, 5
9, 9, 8, 7, 0, 6
10, 5, 2, 6, 4, 0
11, 5, 6, 7, 0, 4
12, 8, 4, 9, 1, 0
13, 4, 0, 3, 2, 5
14, 2, 3, 9, 1, 6
15, 6, 5, 0, 1, 2
16, 9, 1, 7, 8, 6
17, 4, 0, 2, 3, 6
18, 9, 5, 0, 8, 6
19, 9, 7, 4, 5, 1
20, 0, 6, 5, 1, 8
21, 7, 8, 3, 1, 9
22, 1, 3, 7, 0, 2
23, 0, 2, 6, 8, 3
24, 2, 8, 6, 1, 9
25, 8, 4, 6, 7, 2
26, 1, 7, 5, 3, 0
27, 6, 8, 7, 4, 3
28, 3, 0, 5, 1, 2
29, 2, 6, 5, 7, 0
30, 5, 6, 8, 9, 3
31, 6, 3, 2, 1, 0
32, 6, 4, 7, 2, 3
33, 1, 2, 7, 9, 4
34, 0, 3, 2, 9, 6
35, 3, 5, 0, 2, 4
36, 1, 8, 4, 7, 5
37, 3, 6, 0, 7, 5
38, 1, 5, 9, 2, 8
39, 7, 5, 8, 2, 3
40, 5, 7, 1, 2, 6
41, 0, 8, 5, 6, 4
42, 3, 5, 1, 6, 8
43, 9, 8, 1, 0, 6
44, 3, 2, 8, 4, 6
45, 1, 6, 3, 4, 8
46, 5, 9, 8, 2, 3
47, 4, 5, 3, 2, 0
48, 0, 1, 6, 3, 7
49, 1, 0, 2, 5, 9
50, 4, 5, 6, 3, 9
51, 9, 5, 1, 4, 8
52, 4, 5, 9, 7, 0
53, 4, 7, 9, 5, 0
54, 5, 0, 8, 4, 9
55, 7, 1, 8, 5, 0
56, 5, 6, 1, 3, 0
57, 3, 7, 6, 0, 9
58, 0, 5, 7, 2, 8
59, 3, 2, 1, 7, 0
60, 6, 0, 2, 3, 5
61, 4, 8, 0, 9, 5
62, 1, 5, 9, 0, 7
63, 6, 4, 9, 8, 5
64, 5, 9, 7, 8, 1
65, 9, 0, 4, 2, 3
66, 0, 3, 9, 1, 8
67, 3, 4, 1, 2, 5
68, 4, 7, 0, 8, 6
69, 8, 5, 6, 3, 4
70, 1, 6, 2, 0, 5
71, 6, 7, 0, 2, 1
72, 7, 9, 3, 8, 0
73, 3, 7, 6, 9, 8
74, 6, 7, 5, 1, 3
75, 7, 4, 0, 8, 2
76, 4, 2, 9, 7, 6
77, 5, 8, 2, 3, 1
78, 9, 7, 0, 4, 8
79, 1, 5, 3, 6, 2
80, 2, 3, 7, 8, 6
81, 3, 4, 0, 8, 9
82, 7, 5, 3, 2, 1
83, 0, 3, 6, 7, 2
84, 3, 5, 2, 0, 6
85, 0, 1, 6, 2, 8
86, 1, 5, 7, 4, 2
87, 7, 6, 3, 2, 8
88, 7, 2, 6, 8, 9
89, 7, 0, 2, 1, 8
90, 3, 4, 8, 9, 1
91, 0, 6, 1, 2, 5
92, 7, 0, 3, 5, 1
93, 6, 5, 4, 3, 2
94, 6, 4, 3, 1, 2
95, 1, 4, 8, 6, 2
96, 3, 4, 1, 6, 0
97, 2, 5, 6, 4, 9
98, 1, 6, 9, 4, 8
99, 7, 9, 1, 5, 2
