Round, Selected Clients
0, 9, 4, 5, 6, 3
1, 9, 1, 7, 8, 6
2, 1, 6, 9, 7, 0
3, 5, 1, 6, 2, 0
4, 4, 3, 1, 9, 2
5, 8, 5, 6, 7, 4
6, 7, 5, 2, 6, 3
7, 0, 9, 3, 7, 6
8, 2, 0, 9, 4, 6
9, 1, 9, 0, 3, 8
10, 0, 5, 3, 8, 2
11, 0, 2, 1, 7, 5
12, 2, 3, 6, 9, 5
13, 1, 7, 5, 8, 2
14, 7, 1, 0, 4, 8
15, 9, 5, 2, 0, 3
16, 0, 4, 1, 2, 9
17, 1, 4, 2, 5, 7
18, 8, 5, 7, 2, 6
19, 6, 7, 2, 5, 8
20, 1, 7, 8, 9, 3
21, 8, 4, 2, 6, 0
22, 6, 0, 7, 5, 2
23, 1, 6, 7, 0, 5
24, 5, 0, 4, 7, 8
25, 8, 6, 1, 0, 9
26, 6, 2, 9, 8, 7
27, 0, 1, 8, 4, 7
28, 4, 3, 5, 2, 1
29, 8, 6, 1, 9, 5
30, 7, 9, 1, 3, 6
31, 7, 5, 1, 8, 9
32, 5, 2, 3, 9, 1
33, 9, 5, 3, 7, 8
34, 7, 3, 8, 1, 4
35, 6, 5, 4, 1, 3
36, 8, 6, 1, 5, 3
37, 3, 9, 2, 8, 5
38, 9, 7, 1, 0, 2
39, 8, 0, 2, 6, 1
40, 6, 3, 9, 8, 2
41, 3, 4, 1, 9, 7
42, 1, 6, 4, 8, 2
43, 8, 4, 0, 3, 7
44, 6, 4, 1, 2, 8
45, 1, 4, 7, 0, 2
46, 4, 6, 7, 9, 2
47, 1, 0, 2, 8, 3
48, 2, 0, 1, 9, 8
49, 5, 2, 4, 1, 7
50, 1, 2, 6, 0, 3
51, 3, 9, 0, 1, 4
52, 0, 4, 8, 2, 5
53, 2, 4, 3, 5, 1
54, 2, 9, 0, 4, 5
55, 8, 6, 5, 4, 3
56, 8, 9, 6, 7, 0
57, 3, 0, 1, 5, 2
58, 4, 8, 7, 9, 3
59, 4, 9, 0, 8, 3
60, 6, 3, 2, 1, 5
61, 9, 6, 5, 8, 4
62, 5, 8, 4, 9, 3
63, 1, 4, 0, 2, 3
64, 9, 7, 8, 2, 4
65, 8, 6, 3, 2, 5
66, 2, 3, 8, 5, 9
67, 0, 7, 5, 1, 9
68, 1, 2, 8, 5, 0
69, 9, 2, 7, 8, 6
70, 4, 2, 7, 3, 8
71, 2, 3, 0, 1, 8
72, 9, 5, 2, 6, 3
73, 6, 2, 7, 8, 3
74, 7, 6, 3, 2, 8
75, 5, 8, 4, 2, 6
76, 2, 7, 8, 3, 4
77, 0, 9, 4, 7, 5
78, 6, 8, 5, 7, 1
79, 2, 0, 5, 1, 9
80, 7, 1, 2, 0, 6
81, 0, 9, 8, 7, 2
82, 0, 3, 6, 4, 8
83, 2, 4, 9, 6, 1
84, 6, 1, 9, 2, 7
85, 4, 2, 0, 9, 3
86, 7, 8, 9, 4, 2
87, 2, 0, 7, 6, 1
88, 2, 1, 7, 4, 8
89, 2, 9, 0, 8, 3
90, 5, 9, 6, 2, 4
91, 5, 6, 7, 1, 0
92, 4, 8, 1, 2, 5
93, 5, 4, 8, 6, 7
94, 7, 1, 5, 2, 3
95, 1, 2, 5, 4, 0
96, 3, 4, 6, 7, 0
97, 1, 2, 9, 7, 3
98, 9, 6, 3, 7, 2
99, 5, 6, 8, 0, 1
